X,Y,OBJECTID,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Recovered,Deaths,Active,Admin2,FIPS,Combined_Key
-98.7624,20.0911,399,Hidalgo,Mexico,2020/12/15 05:26:38+00,20.0911,-98.7624,21396,0,2988,18408,,,"Hidalgo, Mexico"
-103.3494,20.6595,400,Jalisco,Mexico,2020/12/15 05:26:38+00,20.6595,-103.3494,46165,0,5287,40878,,,"Jalisco, Mexico"
-99.7233,19.4969,401,Mexico,Mexico,2020/12/15 05:26:38+00,19.4969,-99.7233,125628,0,16800,108828,,,"Mexico, Mexico"
-101.7068,19.5665,402,Michoacan,Mexico,2020/12/15 05:26:38+00,19.5665,-101.7068,30378,0,2489,27889,,,"Michoacan, Mexico"
-99.1013,18.6813,403,Morelos,Mexico,2020/12/15 05:26:38+00,18.6813,-99.1013,8642,0,1356,7286,,,"Morelos, Mexico"
-104.8455,21.7514,404,Nayarit,Mexico,2020/12/15 05:26:38+00,21.7514,-104.8455,7518,0,1000,6518,,,"Nayarit, Mexico"
-99.9962,25.5922,405,Nuevo Leon,Mexico,2020/12/15 05:26:38+00,25.5922,-99.9962,73900,0,4810,69090,,,"Nuevo Leon, Mexico"
-96.7266,17.0732,406,Oaxaca,Mexico,2020/12/15 05:26:38+00,17.0732,-96.7266,26011,0,2009,24002,,,"Oaxaca, Mexico"
-98.2063,19.0414,407,Puebla,Mexico,2020/12/15 05:26:38+00,19.0414,-98.2063,42728,0,5350,37378,,,"Puebla, Mexico"
-100.3899,20.5888,408,Queretaro,Mexico,2020/12/15 05:26:38+00,20.5888,-100.3899,27036,0,1641,25395,,,"Queretaro, Mexico"
-88.4791,19.1817,409,Quintana Roo,Mexico,2020/12/15 05:26:38+00,19.1817,-88.4791,15057,0,1978,13079,,,"Quintana Roo, Mexico"
-100.9855,22.1565,410,San Luis Potosi,Mexico,2020/12/15 05:26:38+00,22.1565,-100.9855,37412,0,2787,34625,,,"San Luis Potosi, Mexico"
-107.4795,25.1721,411,Sinaloa,Mexico,2020/12/15 05:26:38+00,25.1721,-107.4795,25447,0,4093,21354,,,"Sinaloa, Mexico"
-110.3309,29.2972,412,Sonora,Mexico,2020/12/15 05:26:38+00,29.2972,-110.3309,47195,0,3700,43495,,,"Sonora, Mexico"
-92.6189,17.8409,413,Tabasco,Mexico,2020/12/15 05:26:38+00,17.8409,-92.6189,40355,0,3106,37249,,,"Tabasco, Mexico"
-98.8363,24.2669,414,Tamaulipas,Mexico,2020/12/15 05:26:38+00,24.2669,-98.8363,37343,0,3114,34229,,,"Tamaulipas, Mexico"
-98.2404,19.3139,415,Tlaxcala,Mexico,2020/12/15 05:26:38+00,19.3139,-98.2404,9984,0,1314,8670,,,"Tlaxcala, Mexico"
,,416,Unknown,Mexico,2020/12/15 05:26:38+00,,,0,927754,0,-927754,,,"Unknown, Mexico"
-96.1342,19.1738,417,Veracruz,Mexico,2020/12/15 05:26:38+00,19.1738,-96.1342,41316,0,6105,35211,,,"Veracruz, Mexico"
-89.0943,20.7099,418,Yucatan,Mexico,2020/12/15 05:26:38+00,20.7099,-89.0943,25186,0,2097,23089,,,"Yucatan, Mexico"
-102.5832,22.7709,419,Zacatecas,Mexico,2020/12/15 05:26:38+00,22.7709,-102.5832,19201,0,1560,17641,,,"Zacatecas, Mexico"
28.3699,47.4116,420,,Moldova,2020/12/15 05:26:38+00,47.4116,28.3699,127253,110179,2598,14476,,,Moldova
7.4167,43.7333,421,,Monaco,2020/12/15 05:26:38+00,43.7333,7.4167,671,605,3,63,,,Monaco
103.8467,46.8625,422,,Mongolia,2020/12/15 05:26:38+00,46.8625,103.8467,917,384,0,533,,,Mongolia
19.37439,42.708678,423,,Montenegro,2020/12/15 05:26:38+00,42.708678,19.37439,41803,31138,585,10080,,,Montenegro
-7.0926,31.7917,424,,Morocco,2020/12/15 05:26:38+00,31.7917,-7.0926,400826,359065,6659,35102,,,Morocco
35.529562,-18.665695,425,,Mozambique,2020/12/15 05:26:38+00,-18.665695,35.529562,17002,15006,143,1853,,,Mozambique
18.4904,-22.9576,426,,Namibia,2020/12/15 05:26:38+00,-22.9576,18.4904,16726,14837,163,1726,,,Namibia
84.25,28.1667,427,,Nepal,2020/12/15 05:26:38+00,28.1667,84.25,249244,236573,1716,10955,,,Nepal
-69.9683,12.5211,428,Aruba,Netherlands,2020/12/15 05:26:38+00,12.5211,-69.9683,5056,4903,46,107,,,"Aruba, Netherlands"
-68.2385,12.1784,429,"Bonaire, Sint Eustatius and Saba",Netherlands,2020/12/15 05:26:38+00,12.1784,-68.2385,175,165,3,7,,,"Bonaire, Sint Eustatius and Saba, Netherlands"
-68.99,12.1696,430,Curacao,Netherlands,2020/12/15 05:26:38+00,12.1696,-68.99,3661,1777,11,1873,,,"Curacao, Netherlands"
6.618435,52.862485,431,Drenthe,Netherlands,2020/12/15 05:26:38+00,52.862485,6.618435,9404,0,118,9286,,,"Drenthe, Netherlands"
5.515162,52.550383,432,Flevoland,Netherlands,2020/12/15 05:26:38+00,52.550383,5.515162,14160,0,150,14010,,,"Flevoland, Netherlands"
5.7925,53.087337,433,Friesland,Netherlands,2020/12/15 05:26:38+00,53.087337,5.7925,10735,0,145,10590,,,"Friesland, Netherlands"
5.939114,52.061738,434,Gelderland,Netherlands,2020/12/15 05:26:38+00,52.061738,5.939114,64550,0,1133,63417,,,"Gelderland, Netherlands"
6.741514,53.217922,435,Groningen,Netherlands,2020/12/15 05:26:38+00,53.217922,6.741514,10740,0,58,10682,,,"Groningen, Netherlands"
5.93387,51.209227,436,Limburg,Netherlands,2020/12/15 05:26:38+00,51.209227,5.93387,32805,0,930,31875,,,"Limburg, Netherlands"
5.184942,51.561174,437,Noord-Brabant,Netherlands,2020/12/15 05:26:38+00,51.561174,5.184942,98978,0,2161,96817,,,"Noord-Brabant, Netherlands"
4.918688,52.600906,438,Noord-Holland,Netherlands,2020/12/15 05:26:38+00,52.600906,4.918688,109505,0,1398,108107,,,"Noord-Holland, Netherlands"
6.441722,52.444558,439,Overijssel,Netherlands,2020/12/15 05:26:38+00,52.444558,6.441722,38452,0,575,37877,,,"Overijssel, Netherlands"
-63.0548,18.0425,440,Sint Maarten,Netherlands,2020/12/15 05:26:38+00,18.0425,-63.0548,1249,1099,26,124,,,"Sint Maarten, Netherlands"
,,441,Unknown,Netherlands,2020/12/15 05:26:38+00,,,3259,0,32,3227,,,"Unknown, Netherlands"
5.163824,52.084251,442,Utrecht,Netherlands,2020/12/15 05:26:38+00,52.084251,5.163824,52873,0,754,52119,,,"Utrecht, Netherlands"
3.861559,51.47936,443,Zeeland,Netherlands,2020/12/15 05:26:38+00,51.47936,3.861559,7677,0,105,7572,,,"Zeeland, Netherlands"
4.462114,51.937835,444,Zuid-Holland,Netherlands,2020/12/15 05:26:38+00,51.937835,4.462114,168806,0,2523,166283,,,"Zuid-Holland, Netherlands"
174.886,-40.9006,445,,New Zealand,2020/12/15 05:26:38+00,-40.9006,174.886,2096,2015,25,56,,,New Zealand
-85.207229,12.865416,446,,Nicaragua,2020/12/15 05:26:38+00,12.865416,-85.207229,5887,4225,162,1500,,,Nicaragua
8.081666,17.607789,447,,Niger,2020/12/15 05:26:38+00,17.607789,8.081666,2322,1294,82,946,,,Niger
8.6753,9.082,448,,Nigeria,2020/12/15 05:26:38+00,9.082,8.6753,73374,66314,1197,5863,,,Nigeria
21.7453,41.6086,449,,North Macedonia,2020/12/15 05:26:38+00,41.6086,21.7453,73851,50046,2147,21658,,,North Macedonia
8.4689,60.472,450,,Norway,2020/12/15 05:26:38+00,60.472,8.4689,41334,17998,393,22943,,,Norway
55.923255,21.512583,451,,Oman,2020/12/15 05:26:38+00,21.512583,55.923255,126504,118287,1472,6745,,,Oman
73.947253,34.027401,452,Azad Jammu and Kashmir,Pakistan,2020/12/15 05:26:38+00,34.027401,73.947253,7750,6321,191,1238,,,"Azad Jammu and Kashmir, Pakistan"
65.898403,28.328492,453,Balochistan,Pakistan,2020/12/15 05:26:38+00,28.328492,65.898403,17771,17092,175,504,,,"Balochistan, Pakistan"
74.982138,35.792146,454,Gilgit-Baltistan,Pakistan,2020/12/15 05:26:38+00,35.792146,74.982138,4793,4583,99,111,,,"Gilgit-Baltistan, Pakistan"
73.121219,33.665087,455,Islamabad,Pakistan,2020/12/15 05:26:38+00,33.665087,73.121219,35045,28480,377,6188,,,"Islamabad, Pakistan"
72.09169,34.485332,456,Khyber Pakhtunkhwa,Pakistan,2020/12/15 05:26:38+00,34.485332,72.09169,52787,46350,1477,4960,,,"Khyber Pakhtunkhwa, Pakistan"
72.139132,30.811346,457,Punjab,Pakistan,2020/12/15 05:26:38+00,30.811346,72.139132,128138,115298,3422,9418,,,"Punjab, Pakistan"
68.776807,26.009446,458,Sindh,Pakistan,2020/12/15 05:26:38+00,26.009446,68.776807,196962,168209,3164,25589,,,"Sindh, Pakistan"
-80.7821,8.538,459,,Panama,2020/12/15 05:26:38+00,8.538,-80.7821,194619,163334,3382,27903,,,Panama
143.95555,-6.314993,460,,Papua New Guinea,2020/12/15 05:26:38+00,-6.314993,143.95555,725,601,8,116,,,Papua New Guinea
-58.4438,-23.4425,461,,Paraguay,2020/12/15 05:26:38+00,-23.4425,-58.4438,94223,67242,1971,25010,,,Paraguay
-78.050172,-5.077253,462,Amazonas,Peru,2020/12/15 05:26:38+00,-5.077253,-78.050172,18208,0,246,17962,,,"Amazonas, Peru"
-77.671795,-9.407125,463,Ancash,Peru,2020/12/15 05:26:38+00,-9.407125,-77.671795,29518,0,1460,28058,,,"Ancash, Peru"
-72.975378,-14.027713,464,Apurimac,Peru,2020/12/15 05:26:38+00,-14.027713,-72.975378,6913,0,149,6764,,,"Apurimac, Peru"
-72.475539,-15.843524,465,Arequipa,Peru,2020/12/15 05:26:38+00,-15.843524,-72.475539,47154,0,1562,45592,,,"Arequipa, Peru"
-74.08344,-14.091648,466,Ayacucho,Peru,2020/12/15 05:26:38+00,-14.091648,-74.08344,14873,0,364,14509,,,"Ayacucho, Peru"
-78.745596,-6.430284,467,Cajamarca,Peru,2020/12/15 05:26:38+00,-6.430284,-78.745596,24480,0,586,23894,,,"Cajamarca, Peru"
